,object_id,mjd,passband,flux,flux_err,detected
53,615,59813.1422,5,-187.285919,6.984019,1
54,615,59819.1532,0,6.878784,3.6331519999999995,0
55,615,59820.1047,0,39.364853000000004,3.7756190000000003,1
56,615,59821.1026,0,-10.422381,4.172683,0
57,615,59822.1105,0,-65.48513,4.362876,1
58,615,59823.1505,0,-113.34915900000001,4.069051,1
59,615,59835.06,2,-54.949490000000004,2.5757790000000003,1
60,615,59835.0678,1,-178.149399,3.809858,1
61,615,59835.0755,3,-140.81843600000002,3.149077,1
62,615,59835.0866,4,-200.294128,3.578005,1
63,615,59835.0978,5,-263.57842999999997,6.954262,1
64,615,59839.0306,2,-639.03595,3.9285309999999996,1
65,615,59839.0384,1,-953.8837279999999,6.03541,1
66,615,59839.0461,3,-518.293274,3.5958690000000004,1
67,615,59839.0573,4,-418.723907,3.536483,1
68,615,59839.0684,5,-418.799927,6.580595,1
69,615,59842.0207,2,-502.21533200000005,3.348443,1
70,615,59842.0285,1,-1003.9714970000001,6.256784,1
71,615,59842.0362,3,-233.16775499999997,2.87284,1
72,615,59842.0473,4,111.507675,3.2291119999999998,1
73,615,59842.0585,5,206.425323,6.6158220000000005,1
74,615,59851.1114,0,-68.50245699999999,3.3385550000000004,1
75,615,59854.0796,2,459.452667,3.336711,1
76,615,59854.0873,1,217.89421099999998,3.3327419999999996,1
77,615,59854.095,3,361.023438,3.237847,1
78,615,59854.1061,4,374.446442,3.622074,1
79,615,59854.1172,5,370.346283,6.789766,1
80,615,59857.0453,2,599.812195,4.121032,1
81,615,59857.0531,1,646.523193,5.291624,1
82,615,59857.0608,3,354.961365,3.407785,1
83,615,59857.0719,4,293.879608,3.581862,1
84,615,59857.083,5,232.535995,6.761845,1
85,615,59864.0162,2,-637.1053469999999,3.818432,1
86,615,59864.0239,1,-942.167908,5.916004,1
87,615,59864.0316,3,-524.586548,3.538931,1
88,615,59864.0428,4,-414.447723,3.635253,1
89,615,59864.0539,5,-408.08923300000004,7.119730000000001,1
90,615,59867.0178,2,-332.763123,2.872951,1
91,615,59867.0255,1,-910.677734,5.852032,1
92,615,59867.0332,3,-62.06501,3.073413,1
93,615,59867.0443,4,202.288223,4.026751,1
94,615,59867.0554,5,270.58486899999997,10.321785,1
95,615,59870.0194,2,604.3445429999999,3.90175,1
96,615,59870.0272,1,659.486694,4.991051000000001,1
97,615,59870.0349,3,373.986511,3.294667,1
98,615,59870.0459,4,322.604034,3.7165550000000005,1
99,615,59870.0571,5,263.481476,7.193131,1
100,615,59873.0212,2,4.656033,2.1305099999999997,0
101,615,59873.0289,1,-98.796974,3.034533,1
102,615,59873.0366,3,-93.73288000000001,2.499724,1
103,615,59873.0477,4,-165.79345700000002,2.9060580000000003,1
104,615,59873.0588,5,-233.50172400000002,6.087882,1
105,615,59874.0599,0,-97.353195,3.1339900000000003,1
106,615,59875.0311,0,-97.52388,2.963075,1
107,615,59876.0231,0,-108.672577,3.4497139999999997,1
108,615,59877.0238,0,-116.913223,3.097836,1
109,615,59878.0246,0,-102.76892099999999,3.1357720000000002,1
110,615,59879.0248,0,-52.407089,3.261559,1
111,615,59880.0258,0,55.567715,3.355268,1
112,615,59884.0823,2,-274.711029,2.572093,1
113,615,59884.09,1,-437.42510999999996,3.8315949999999996,1
114,615,59884.0976,3,-310.010925,2.957125,1
115,615,59884.1085,4,-317.63092,3.213168,1
116,615,59884.1195,5,-351.278198,6.231324,1
117,615,59887.0298,2,-491.146423,3.592675,1
118,615,59887.0375,1,-743.267212,5.624708,1
119,615,59887.0451,3,-449.714752,3.728483,1
120,615,59887.0562,4,-393.971649,3.5328160000000004,1
121,615,59887.0673,5,-406.549103,6.648589,1
122,615,60118.4163,0,-107.08053600000001,3.102513,1
123,615,60124.2541,2,-588.397949,4.1760470000000005,1
124,615,60124.2618,1,-878.0433960000001,6.210247,1
125,615,60124.2695,3,-495.47201500000006,4.011444,1
126,615,60124.2807,4,-417.145325,4.09436,1
127,615,60124.2918,5,-413.673431,7.793959,1
128,615,60140.229,0,-88.981155,3.46843,1
129,615,60141.2225,0,-50.179337,4.734193,1
130,615,60142.2202,0,50.00864,4.6366510000000005,1
131,615,60143.2212,0,110.753555,4.38084,1
132,615,60144.2186,0,120.867218,4.103332,1
133,615,60145.2123,0,111.464226,4.367030000000001,1
134,615,60153.2274,2,-322.420471,2.833071,1
135,615,60153.2351,1,-917.8754880000001,5.951387,1
136,615,60153.2428,3,-52.056461,2.698249,1
137,615,60153.2539,4,205.180893,3.169676,1
138,615,60153.265,5,269.709167,6.682271000000001,1
139,615,60162.1477,2,31.499734999999998,2.753767,1
140,615,60162.1554,1,-62.120552,3.8186419999999996,1
141,615,60162.1631,3,-72.958771,3.515574,1
142,615,60162.1742,4,-151.12651100000002,3.838288,1
143,615,60162.1853,5,-216.914032,8.832489,1
144,615,60165.1369,2,-568.408875,3.553168,1
145,615,60165.1446,1,-836.233154,5.405759,1
146,615,60165.1524,3,-483.071381,3.3876150000000003,1
147,615,60165.1635,4,-409.470642,3.5419940000000003,1
148,615,60165.1746,5,-412.820221,6.907444,1
149,615,60168.126,2,-628.32135,3.804775,1
150,615,60168.1337,1,-1077.3479,6.591075,1
151,615,60168.1414,3,-421.859406,3.3366559999999996,1
152,615,60168.1525,4,-93.729095,3.211201,1
153,615,60168.1637,5,31.207939,6.615005,0
154,615,60176.1332,0,-49.905262,3.874426,1
155,615,60177.137,0,-87.160583,4.078375,1
156,615,60181.3147,2,-180.729568,2.498579,1
157,615,60181.3223,1,-339.87515299999995,3.626661,1
158,615,60181.3299,3,-249.205673,3.280824,1
159,615,60181.3409,4,-275.762329,4.694962,1
160,615,60181.3518,5,-330.891327,9.580047,1
161,615,60184.3625,2,-555.853943,3.979171,1
162,615,60184.3701,1,-1028.4415279999998,6.719577,1
163,615,60184.3777,3,-306.2005,3.5576269999999997,1
164,615,60184.3887,4,49.555847,3.627351,1
165,615,60184.3996,5,154.876785,7.988053999999999,1
166,615,60194.1575,2,469.65499900000003,3.386857,1
167,615,60194.1652,1,276.757751,3.5941620000000003,1
168,615,60194.1729,3,374.669556,3.4371370000000003,1
169,615,60194.1839,4,374.948822,4.267094,1
170,615,60194.1926,5,363.130493,12.845472000000001,1
171,615,60197.1181,2,607.786804,3.960346,1
172,615,60197.1258,1,650.9843139999999,4.970811,1
173,615,60197.1335,3,365.408752,3.197298,1
174,615,60197.1446,4,305.33075,3.360043,1
175,615,60197.1557,5,256.966217,6.443069,1
176,615,60198.1077,0,100.12928000000001,4.266314,1
177,615,60199.0914,0,86.776741,4.679742,1
178,615,60200.065,0,82.078186,4.342434,1
179,615,60201.068,0,41.947815000000006,4.467065,1
180,615,60202.0552,0,9.061676,3.831397,0
181,615,60206.1107,0,-83.072884,3.130236,1
182,615,60207.1469,0,108.48310900000001,4.458607,1
183,615,60208.0229,2,-672.681335,4.138056,1
184,615,60208.0307,1,-1094.0275880000002,6.717339999999999,1
185,615,60208.0384,3,-503.87042199999996,3.665424,1
186,615,60208.0495,4,-284.747498,3.666287,1
187,615,60208.0606,5,-176.409851,8.308295,1
188,615,60211.0124,2,208.281052,3.229784,1
189,615,60211.0202,1,-370.189575,4.525907,1
190,615,60211.0279,3,269.200806,3.6882379999999997,1
191,615,60211.039,4,326.272308,4.424663,1
192,615,60211.0502,5,358.320099,10.152412,1
193,615,60221.0153,2,-648.682312,3.9061769999999996,1
194,615,60221.023,1,-1086.77771,6.6201,1
195,615,60221.0308,3,-455.588196,3.295532,1
196,615,60221.0419,4,-145.305023,3.087424,1
197,615,60221.053,5,2.939076,6.7985050000000005,0
198,615,60224.014,2,491.748383,3.5094160000000003,1
199,615,60224.0217,1,346.335083,3.835582,1
200,615,60224.0294,3,384.185303,3.529593,1
201,615,60224.0405,4,381.953735,3.8850089999999997,1
202,615,60224.0516,5,378.118225,7.3113600000000005,1
203,615,60227.0151,2,341.057709,2.940147,1
204,615,60227.0228,1,356.63268999999997,3.8561449999999997,1
205,615,60227.0305,3,153.004929,2.847803,1
206,615,60227.0416,4,52.912032999999994,3.109148,1
207,615,60227.0527,5,-19.384567,6.7133080000000005,0
208,615,60228.0187,0,6.768485000000001,4.1746,0
209,615,60229.0162,0,-35.14933,4.086384,1
210,615,60234.0265,0,-52.922793999999996,3.681808,1
211,615,60237.2206,2,-676.669189,4.009161,1
212,615,60237.2283,1,-1098.651489,6.6894350000000005,1
213,615,60237.2359,3,-511.148254,3.546333,1
214,615,60237.2468,4,-347.090027,3.624199,1
215,615,60237.2578,5,-240.31689500000002,8.035271,1
216,615,60240.0223,2,85.162651,2.8293779999999997,1
217,615,60240.03,1,14.526012,3.783879,0
218,615,60240.0377,3,-24.350578,3.397041,1
219,615,60240.0488,4,-111.062698,3.6981800000000002,1
220,615,60240.0598,5,-180.234787,6.894514,1
221,615,60249.0338,2,611.984558,3.908728,1
222,615,60249.0415,1,660.626343,4.961018,1
223,615,60249.0492,3,386.31192000000004,3.240422,1
224,615,60249.0602,4,325.401184,3.45491,1
225,615,60249.0712,5,280.721069,6.623785000000001,1
226,615,60260.0423,0,108.020546,4.337497,1
227,615,60261.0361,0,125.18280800000001,3.909554,1
228,615,60262.0367,0,107.64978,3.796611,1
229,615,60263.0373,0,61.068066,3.877589,1
230,615,60264.0465,0,-9.100937,3.518127,0
231,615,60490.2647,2,-408.570984,3.169784,1
232,615,60490.2725,1,-624.5187990000001,4.704853,1
233,615,60490.2802,3,-405.614258,3.5131949999999996,1
234,615,60490.2913,4,-371.286377,3.985296,1
235,615,60490.3024,5,-395.40612799999997,8.139952000000001,1
236,615,60493.2372,2,-680.489441,4.065931,1
237,615,60493.245,1,-1031.102905,6.378702,1
238,615,60493.2527,3,-530.644592,3.6725559999999997,1
239,615,60493.2639,4,-406.733521,3.772714,1
240,615,60493.275,5,-358.87616,7.310321000000001,1
241,615,60499.2467,0,106.447296,4.481476,1
242,615,60500.2437,0,67.234062,4.020935,1
243,615,60501.2385,0,24.868933,4.0275,1
244,615,60502.2355,0,-15.392517000000002,4.142291999999999,0
245,615,60508.2638,2,365.607056,3.6962699999999997,1
246,615,60508.2715,1,-32.986282,4.440859,0
247,615,60508.2792,3,319.24984700000005,3.828632,1
248,615,60508.2903,4,360.507599,4.336362,1
249,615,60508.3014,5,370.305267,8.601955,1
250,615,60524.239,0,89.07049599999999,3.901179,1
251,615,60525.1736,0,118.93598899999999,4.737393,1
252,615,60532.3489,2,510.69009400000004,3.489832,1
253,615,60532.3565,1,566.281433,4.6075029999999995,1
254,615,60532.3641,3,271.66391,3.007311,1
255,615,60532.3751,4,204.409866,3.3532019999999996,1
256,615,60532.386,5,128.521851,7.134325,1
257,615,60535.1253,2,-664.729675,4.282414,1
258,615,60535.133,1,-1084.8911130000001,6.952323,1
259,615,60535.1408,3,-488.010925,3.9284809999999997,1
260,615,60535.1519,4,-222.254257,4.0346,1
261,615,60535.163,5,-85.524307,8.625449,1
262,615,60538.2351,2,113.021248,2.71238,1
263,615,60538.2428,1,51.060081,3.7623339999999996,1
264,615,60538.2505,3,-4.2683279999999995,2.8956560000000002,0
265,615,60538.2615,4,-96.020035,3.1417029999999997,1
266,615,60538.2725,5,-175.912643,6.308159,1
267,615,60546.3406,2,178.624359,2.905459,1
268,615,60546.3482,1,142.089966,4.065646,1
269,615,60546.3558,3,41.418739,3.1637310000000003,1
270,615,60546.3668,4,-52.46059,3.784039,1
271,615,60546.3777,5,-112.286079,8.527776,1
272,615,60549.0879,2,-629.010254,3.8672150000000003,1
273,615,60549.0956,1,-1076.6521,6.6047009999999995,1
274,615,60549.1034,3,-435.558533,3.417534,1
275,615,60549.1145,4,-111.499573,3.4245879999999995,1
276,615,60549.1256,5,30.267401,7.478198,0
277,615,60554.0964,0,82.168922,4.3181400000000005,1
278,615,60555.0951,0,49.886921,3.9175160000000004,1
279,615,60556.0879,0,9.075453,4.1039,0
280,615,60557.0831,0,-30.764908000000002,3.555157,1
281,615,60558.1093,0,-101.419899,3.65343,1
282,615,60559.1097,0,-110.688477,3.426444,1
283,615,60560.1065,0,-114.774445,4.013463,1
284,615,60567.2821,2,-447.68158,3.36827,1
285,615,60567.2897,1,-972.201111,6.347886,1
286,615,60567.2973,3,-176.163651,2.960412,1
287,615,60567.3083,4,140.860611,3.302721,1
288,615,60567.3192,5,228.03311200000002,6.797573,1
289,615,60574.1118,2,-143.843872,2.547544,1
290,615,60574.1195,1,-812.792908,5.5701160000000005,1
291,615,60574.1272,3,86.606873,2.966459,1
292,615,60574.1383,4,257.570221,3.575394,1
293,615,60574.1493,5,302.167328,7.100553999999999,1
294,615,60577.0186,2,-425.98846399999996,3.239578,1
295,615,60577.0263,1,-963.21698,6.1346099999999995,1
296,615,60577.034,3,-148.178238,3.247297,1
297,615,60577.0451,4,161.872543,4.228243,1
298,615,60577.0563,5,238.57688900000002,9.461221,1
299,615,60580.0095,2,586.178345,3.996895,1
300,615,60580.0173,1,655.284058,5.148244,1
301,615,60580.025,3,445.73706100000004,3.9529050000000003,1
302,615,60580.0361,4,361.59576400000003,4.508255999999999,1
303,615,60580.0472,5,328.836731,9.460338,1
304,615,60582.084,0,-51.614189,3.5179080000000003,1
305,615,60583.0169,0,20.364273,4.460314,0
306,615,60584.0117,0,-24.682575,3.8663800000000004,1
307,615,60585.0117,0,-63.5466,3.497667,1
308,615,60586.0123,0,-101.81929000000001,3.383004,1
309,615,60587.0127,0,-110.978699,3.555624,1
310,615,60588.0131,0,-113.58843200000001,3.2413689999999997,1
311,615,60593.0636,2,226.696259,2.514855,1
312,615,60593.0713,1,205.029755,3.258004,1
313,615,60593.079,3,73.38472,2.5847849999999997,1
314,615,60593.0901,4,-19.212976,2.899512,0
315,615,60593.1012,5,-83.394951,6.073453,1
316,615,60596.0304,2,-224.917938,3.3889160000000005,1
317,615,60596.0381,1,-388.231476,4.931039,1
318,615,60596.0458,3,-274.108429,3.7202379999999997,1
319,615,60596.0569,4,-292.55899,4.188871,1
320,615,60596.068,5,-354.07428,8.392479,1
321,615,60603.0208,2,404.391388,3.043772,1
322,615,60603.0286,1,70.494507,3.0608459999999997,1
323,615,60603.0363,3,338.99453700000004,3.0518419999999997,1
324,615,60603.0473,4,362.88855,3.3815720000000002,1
325,615,60603.0584,5,378.18814100000003,6.295821,1
326,615,60606.0225,2,422.610779,3.198191,1
327,615,60606.0303,1,457.50219699999997,4.17364,1
328,615,60606.0379,3,205.937546,2.957614,1
329,615,60606.049,4,123.04821000000001,3.402847,1
330,615,60606.0601,5,33.726836999999996,7.368811,0
331,615,60609.0247,2,-355.61138900000003,2.720825,1
332,615,60609.0323,1,-537.169312,4.090708,1
333,615,60609.04,3,-372.485565,2.9857549999999997,1
334,615,60609.051,4,-350.518677,3.225662,1
335,615,60609.0621,5,-371.87323,6.150734,1
336,615,60612.0266,0,-110.649872,2.8442,1
337,615,60613.0269,0,-89.973892,2.937887,1
338,615,60614.0276,0,-10.015225,3.2124080000000004,0
339,615,60615.0375,0,99.438087,3.6624839999999996,1
340,615,60616.029,0,120.84911299999999,3.7764949999999997,1
341,615,60617.0295,0,121.411896,3.5697769999999998,1
342,615,60621.1734,2,56.55981800000001,2.259825,1
343,615,60621.181,1,-607.040771,4.452463,1
344,615,60621.1886,3,208.77027900000002,2.9597830000000003,1
345,615,60621.1996,4,297.624725,3.718585,1
346,615,60621.2105,5,332.919006,8.157172000000001,1
347,615,60624.176,2,552.1502690000001,3.917989,1
348,615,60624.1836,1,607.0476679999999,5.1409910000000005,1
349,615,60624.1913,3,296.946533,3.475,1
350,615,60624.2022,4,235.48992900000002,3.926538,1
351,615,60624.2132,5,157.0802,8.453111999999999,1
