,object_id,mjd,passband,flux,flux_err,detected
83414,44480,59899.1226,5,16.26462,9.163686,0
83415,44480,59902.0445,2,16.385151,1.9258380000000002,1
83416,44480,59902.0522,1,17.122078,2.39509,1
83417,44480,59902.0598,3,14.998797,2.3365009999999997,0
83418,44480,59902.0707,4,7.011253999999999,2.9963130000000002,0
83419,44480,59902.0817,5,5.432309,7.293622,0
83420,44480,59904.0584,0,3.768697,2.985353,0
83421,44480,59905.0468,0,5.756653,3.351743,0
83422,44480,59906.0474,0,-4.851963,2.865781,0
83423,44480,59907.048,0,8.810394,2.8048889999999997,0
83424,44480,59908.0487,0,-0.6558470000000001,3.592806,0
83425,44480,59909.0494,0,-8.610253,2.4186549999999998,0
83426,44480,59910.059,0,1.90383,2.463515,0
83427,44480,59913.2446,2,19.26605,1.503472,1
83428,44480,59913.2522,1,14.13526,2.146243,1
83429,44480,59913.2599,3,11.076912,1.808784,0
83430,44480,59913.2708,4,5.439373000000001,2.458805,0
83431,44480,59913.2818,5,-58.487469,5.903166000000001,1
83432,44480,59916.0544,2,18.136881,2.157388,0
83433,44480,59916.0621,1,-50.846718,2.96034,1
83434,44480,59916.0697,3,-143.787308,2.449918,1
83435,44480,59916.0806,4,10.240749000000001,2.419484,0
83436,44480,59916.0915,5,4.696614,4.603868,0
83437,44480,59924.0589,2,16.976105,1.482931,1
83438,44480,59924.0665,1,15.631125,2.06439,1
83439,44480,59924.0742,3,8.254536,1.6291719999999998,1
83440,44480,59924.0851,4,7.384360000000001,1.921059,0
83441,44480,59924.0961,5,3.046223,4.096857,0
83442,44480,59927.0604,2,15.519047,1.519573,1
83443,44480,59927.068,1,16.250059,2.092698,1
83444,44480,59927.0756,3,11.811522,1.8367419999999999,1
83445,44480,59927.0866,4,4.25547,2.231054,0
83446,44480,59927.0975,5,1.8916689999999998,6.44209,0
83447,44480,59930.0619,2,16.060910999999997,1.4592479999999999,1
83448,44480,59930.0695,1,14.839932000000001,2.024184,1
83449,44480,59930.0771,3,11.24741,1.62277,1
83450,44480,59930.0881,4,7.680821000000001,2.072101,0
83451,44480,59930.1063,5,-8.585111,4.8349910000000005,0
83452,44480,59933.0632,2,16.519348,1.400582,1
83453,44480,59933.0709,1,16.110147,1.9878939999999998,1
83454,44480,59933.0785,3,9.912508,1.460426,1
83455,44480,59933.0944,4,8.476851,1.647757,0
83456,44480,59933.115,5,3.5363089999999997,3.584303,0
83457,44480,59935.0739,0,2.951498,1.940882,0
83458,44480,59936.0735,0,1.57463,2.136894,0
83459,44480,59937.0743,0,1.8769509999999998,2.162389,0
83460,44480,59938.0754,0,4.2356370000000005,2.399822,0
83461,44480,59939.0808,0,-0.974002,2.529728,0
83462,44480,59942.0746,2,15.369475,1.462861,1
83463,44480,59942.0889,1,16.335601999999998,1.9675209999999999,1
83464,44480,59942.0965,3,8.93792,1.535444,1
83465,44480,59942.1074,4,-122.34947199999999,1.896959,1
83466,44480,59942.1184,5,4.3951139999999995,4.164524,0
83467,44480,59945.077,2,18.284397,1.901644,1
83468,44480,59945.0846,1,17.150341,2.674013,1
83469,44480,59945.0922,3,10.484404,2.14269,0
83470,44480,59945.1032,4,6.880812,2.1993139999999998,0
83471,44480,59945.1141,5,7.199160000000001,4.7998769999999995,0
83472,44480,60192.293,2,10.952121,2.318892,1
83473,44480,60192.3006,1,18.492073,3.179136,0
83474,44480,60192.3082,3,11.005287,2.470361,0
83475,44480,60192.3192,4,7.716543,2.8209560000000002,0
83476,44480,60192.3301,5,7.188956,5.942248,0
83477,44480,60195.2343,2,16.656254,1.699761,1
83478,44480,60195.2419,1,17.790768,2.268973,0
83479,44480,60195.2496,3,13.875670999999999,1.997473,1
83480,44480,60195.2605,4,8.81476,2.511878,0
83481,44480,60195.2715,5,-0.521081,5.819376,0
83482,44480,60198.2332,0,6.574007000000001,3.500125,0
83483,44480,60199.2358,0,3.7581059999999997,2.857338,0
83484,44480,60200.2314,0,3.324622,2.965029,0
83485,44480,60201.2281,0,4.022678,3.269705,0
83486,44480,60202.2255,0,-13.025349,2.990286,0
83487,44480,60209.2281,2,14.578261999999999,1.7214049999999999,1
83488,44480,60209.2357,1,17.721478,2.242957,1
83489,44480,60209.2433,3,9.233014,2.052074,0
83490,44480,60209.2543,4,-102.999672,2.7648029999999997,1
83491,44480,60209.2652,5,1.486149,6.336304,0
83492,44480,60212.2147,2,17.031589999999998,2.177977,1
83493,44480,60212.2223,1,20.14105,3.212192,1
83494,44480,60212.23,3,7.797699000000001,2.3497049999999997,1
83495,44480,60212.2409,4,3.845731,2.782412,0
83496,44480,60212.2519,5,2.410446,5.892418,0
83497,44480,60223.1948,2,15.224251999999998,1.781886,1
83498,44480,60223.2024,1,16.093348000000002,2.315829,1
83499,44480,60223.21,3,10.162683,2.268139,1
83500,44480,60223.221,4,4.702573,3.002813,0
83501,44480,60223.2319,5,0.717911,6.695192,0
83502,44480,60226.2721,2,15.92254,1.452832,1
83503,44480,60226.2797,1,17.821594,2.015404,1
83504,44480,60226.2931,3,9.658994,1.577352,0
83505,44480,60226.3129,4,8.376977,1.9228630000000002,0
83506,44480,60226.3238,5,3.439379,4.357683,0
83507,44480,60236.1862,0,4.3177080000000005,2.631487,0
83508,44480,60238.2696,2,15.020731,1.459314,1
83509,44480,60238.2803,1,16.738806,2.059225,1
83510,44480,60238.2879,3,12.637698,1.6777810000000002,1
83511,44480,60238.2988,4,5.198197,2.1486009999999998,0
83512,44480,60238.3098,5,2.551582,4.885639,0
83513,44480,60241.1342,2,15.797827999999999,2.0544860000000003,1
83514,44480,60241.1418,1,-131.374557,2.763309,1
83515,44480,60241.1495,3,-81.84246800000001,2.12427,1
83516,44480,60241.1604,4,9.702834,2.610281,0
83517,44480,60241.1713,5,5.897879,5.17811,0
83518,44480,60260.0773,0,0.449876,3.3216330000000003,0
83519,44480,60261.0632,0,3.117249,3.1138049999999997,0
83520,44480,60262.0637,0,-61.218178,2.761698,1
83521,44480,60263.0643,0,-0.23629499999999998,2.930755,0
83522,44480,60264.0716,0,1.789777,2.843329,0
83523,44480,60265.0867,0,6.026002,3.1348830000000003,0
83524,44480,60267.0443,2,8.441248,1.851893,0
83525,44480,60267.0519,1,16.220663000000002,2.42391,0
83526,44480,60267.0595,3,11.561072,2.225531,1
83527,44480,60267.0705,4,7.786639999999999,2.861632,0
83528,44480,60267.0814,5,3.151696,5.820839,0
83529,44480,60270.1082,2,-54.752487,2.64316,1
83530,44480,60270.1158,1,-208.804993,4.034258,1
83531,44480,60270.1234,3,10.185409,3.168095,0
83532,44480,60270.1344,4,7.661421000000001,3.6571059999999997,0
83533,44480,60270.1453,5,9.688633,6.879881,0
83534,44480,60278.0525,2,17.557064,1.600157,1
83535,44480,60278.0601,1,19.836163,2.171922,1
83536,44480,60278.0677,3,12.419961,1.890675,1
83537,44480,60278.0786,4,3.6672620000000005,2.3092740000000003,0
83538,44480,60278.0896,5,-6.968039999999999,5.887378,0
83539,44480,60281.0552,2,15.311857999999999,1.630957,1
83540,44480,60281.0629,1,17.204178,2.166382,1
83541,44480,60281.0705,3,11.392719999999999,1.8411,0
83542,44480,60281.0814,4,-151.79451,2.227227,1
83543,44480,60281.0924,5,2.50927,4.661855999999999,0
83544,44480,60284.0557,2,17.358496,1.48451,1
83545,44480,60284.0633,1,17.606245,2.0510639999999998,1
83546,44480,60284.0709,3,9.776662,1.6626169999999998,1
83547,44480,60284.0819,4,6.828384,2.034544,0
83548,44480,60284.0928,5,-2.6266700000000003,4.529082,0
83549,44480,60287.0577,2,14.41784,1.551321,1
83550,44480,60287.0653,1,14.796701,2.126947,1
83551,44480,60287.0729,3,11.68542,1.835638,1
83552,44480,60287.0839,4,-137.594482,2.5416849999999998,1
83553,44480,60287.0948,5,9.126398,6.858638000000001,0
83554,44480,60290.0641,0,3.068572,2.382107,0
83555,44480,60291.0599,0,2.685412,2.349336,0
83556,44480,60292.0607,0,-27.872154,2.165096,1
83557,44480,60293.0607,0,1.008578,2.280262,0
83558,44480,60294.0616,0,3.978424,2.176114,0
83559,44480,60295.0621,0,-0.23458299999999999,2.4139009999999996,0
83560,44480,60297.1169,2,18.260082,1.5363209999999998,1
83561,44480,60297.1245,1,13.184645000000002,2.060597,1
83562,44480,60297.1321,3,10.302779,1.651482,0
83563,44480,60297.1431,4,5.7542599999999995,1.911691,0
83564,44480,60297.154,5,3.788336,4.319496,0
83565,44480,60300.0641,2,17.237965,2.0075529999999997,1
83566,44480,60300.0717,1,17.897524,2.7091220000000003,1
83567,44480,60300.0793,3,13.832465,2.038393,1
83568,44480,60300.1031,4,-132.527664,2.451298,1
83569,44480,60300.116,5,5.7920169999999995,4.994628,0
83570,44480,60554.2916,0,6.367173,2.760453,0
83571,44480,60555.262,0,2.3386549999999997,2.690136,0
83572,44480,60556.2548,0,-0.39711199999999997,3.107111,0
83573,44480,60557.2501,0,2.590048,2.6294779999999998,0
83574,44480,60558.2534,0,4.068485,3.0386349999999998,0
83575,44480,60559.249,0,6.588430000000001,2.823598,0
83576,44480,60560.2424,0,1.288426,3.600335,0
83577,44480,60567.2231,2,14.734448,1.968291,1
83578,44480,60567.2308,1,19.679342000000002,2.7747580000000003,1
83579,44480,60567.2384,3,3.292479,1.9679119999999999,0
83580,44480,60567.2493,4,-51.59256,2.141368,1
83581,44480,60567.2603,5,-0.7924760000000001,4.505136,0
83582,44480,60578.2746,2,18.698286,1.757052,1
83583,44480,60578.2822,1,22.798269,2.242204,1
83584,44480,60578.2898,3,10.404589,2.144694,0
83585,44480,60578.3008,4,7.705728999999999,2.79828,0
83586,44480,60578.3117,5,1.7493330000000002,6.435008,0
83587,44480,60581.1779,2,18.080017,1.831795,1
83588,44480,60581.1855,1,18.730066,2.374482,0
83589,44480,60581.1931,3,9.753831,2.231533,0
83590,44480,60581.2041,4,8.697957,2.947324,0
83591,44480,60581.215,5,5.4030949999999995,6.675636,0
83592,44480,60582.2087,0,-1.9474069999999999,2.708284,0
83593,44480,60583.1842,0,-1.5126870000000001,3.358922,0
83594,44480,60584.1807,0,-1.3270879999999998,2.901601,0
83595,44480,60585.1757,0,-1.072331,2.649101,0
83596,44480,60586.1765,0,5.546157,2.562516,0
83597,44480,60587.1702,0,3.9325370000000004,2.857996,0
83598,44480,60588.1666,0,-29.520953999999996,2.452729,1
83599,44480,60593.1682,2,12.852407000000001,1.605701,1
83600,44480,60593.1758,1,16.933191,2.127212,1
83601,44480,60593.1834,3,10.214265,1.745783,1
83602,44480,60593.1944,4,8.91852,2.0920080000000003,0
83603,44480,60593.2053,5,-7.388545,4.546918,0
83604,44480,60596.182,2,14.703717999999999,2.386,1
83605,44480,60596.1896,1,16.826477,3.369743,1
83606,44480,60596.1972,3,4.846329,2.5076,0
83607,44480,60596.2081,4,-38.047012,2.902617,1
83608,44480,60596.2191,5,-0.063475,6.302836,0
83609,44480,60605.138,2,-250.305191,1.8672279999999999,1
83610,44480,60605.1456,1,-12.695745,2.0945650000000002,1
83611,44480,60605.1532,3,7.977666,1.716321,1
83612,44480,60605.1642,4,10.647205,2.085448,0
83613,44480,60605.1751,5,-1.6698220000000001,4.642425,0
83614,44480,60608.1308,2,13.427526,1.507841,1
83615,44480,60608.1384,1,21.435932,2.092258,1
83616,44480,60608.146,3,12.233009,1.6412189999999998,0
83617,44480,60608.1569,4,6.9945759999999995,1.941393,0
83618,44480,60608.1679,5,9.573841999999999,4.195436,0
83619,44480,60611.1227,2,15.264045999999999,1.466863,1
83620,44480,60611.1303,1,-81.114761,2.039093,1
83621,44480,60611.138,3,-162.191406,1.6503889999999999,1
83622,44480,60611.1489,4,8.297153,1.7724389999999999,0
83623,44480,60611.1599,5,-6.634664999999999,3.771295,0
83624,44480,60612.1183,0,7.285895,2.244039,0
83625,44480,60613.1019,0,0.417601,2.358064,0
83626,44480,60614.096,0,1.0555709999999998,2.559253,0
83627,44480,60615.0917,0,-19.087332,2.667533,1
83628,44480,60616.0927,0,6.985930000000001,2.773926,0
83629,44480,60617.0896,0,-1.000612,2.419661,0
83630,44480,60620.135,0,3.13568,2.412114,0
83631,44480,60621.1263,2,15.677532999999999,1.5050379999999999,1
83632,44480,60621.1339,1,12.710352,2.0507869999999997,1
83633,44480,60621.1416,3,13.472603,1.660002,1
83634,44480,60621.1525,4,8.517552,1.967298,0
83635,44480,60621.1635,5,-2.044622,4.299805999999999,0
83636,44480,60624.0821,2,19.52457,1.814498,1
83637,44480,60624.0897,1,19.396998999999997,2.4721849999999996,1
83638,44480,60624.0974,3,11.819011999999999,1.9467990000000002,0
83639,44480,60624.1083,4,5.462301,2.248026,0
83640,44480,60624.1193,5,-6.15774,4.861206,0
83641,44480,60627.2801,2,17.394973999999998,2.813257,1
83642,44480,60627.2877,1,18.694878,3.6789970000000003,1
83643,44480,60627.2954,3,12.061708,2.9965580000000003,0
83644,44480,60627.3063,4,5.800571,3.487053,0
83645,44480,60627.3173,5,5.489242,7.684518,0
83646,44480,60632.04,2,12.89478,1.979014,1
83647,44480,60632.0476,1,15.175158999999999,2.465359,1
83648,44480,60632.0552,3,-75.510773,2.487613,1
83649,44480,60632.0662,4,2.057379,3.3504080000000003,0
83650,44480,60632.0771,5,3.199077,7.902902,0
83651,44480,60635.0469,2,17.619719,1.6882560000000002,1
83652,44480,60635.0545,1,16.062855,2.235591,0
83653,44480,60635.0621,3,13.107044,1.976746,1
83654,44480,60635.0731,4,5.778980000000001,2.522654,0
83655,44480,60635.084,5,-2.3204130000000003,5.693708999999999,0
83656,44480,60640.0504,2,18.116986999999998,1.6058860000000001,1
83657,44480,60640.058,1,17.21269,2.166974,1
83658,44480,60640.0656,3,12.146146,1.854538,1
83659,44480,60640.0766,4,6.294836,2.3030459999999997,0
83660,44480,60640.0875,5,2.088463,5.193295,0
83661,44480,60643.0609,0,4.042031,2.383827,0
83662,44480,60644.0533,0,-29.941019,2.38441,1
83663,44480,60645.0537,0,2.153784,2.540311,0
83664,44480,60646.0548,0,1.294118,2.490113,0
83665,44480,60647.0546,0,-0.221248,2.604176,0
83666,44480,60648.0553,0,3.9416309999999997,2.235729,0
83667,44480,60649.0561,0,2.919918,2.116756,0
83668,44480,60651.1265,2,17.903135,1.5136690000000002,1
83669,44480,60651.1451,1,18.571966,2.0578119999999998,0
83670,44480,60651.1527,3,10.634199,1.7178849999999999,1
83671,44480,60651.1637,4,6.46307,2.1225560000000003,0
83672,44480,60651.1746,5,7.0505889999999996,4.873501,0
83673,44480,60654.0597,2,12.757959,2.048263,1
83674,44480,60654.0673,1,19.770457999999998,2.830125,0
83675,44480,60654.0749,3,11.805636999999999,2.193029,1
83676,44480,60654.0859,4,7.621442,2.532549,0
83677,44480,60654.0968,5,6.822342999999999,5.458353,0
83678,44480,60662.1451,2,18.062103,1.795052,1
83679,44480,60662.1527,1,17.924311,2.6424939999999997,0
83680,44480,60662.1603,3,13.877716,1.9989569999999999,0
83681,44480,60662.1713,4,8.612291,2.2538810000000002,0
83682,44480,60662.1822,5,0.048344,4.774711,0
83683,44480,60665.0637,2,18.350635999999998,1.422728,1
83684,44480,60665.0713,1,18.058067,2.006497,1
83685,44480,60665.0789,3,11.745095,1.5215530000000002,1
83686,44480,60665.1017,4,7.904783999999999,1.7519060000000002,0
83687,44480,60665.1156,5,-0.156804,3.836275,0
83688,44480,60668.0647,2,14.641175,1.557084,1
83689,44480,60668.0723,1,16.328478,2.103793,1
83690,44480,60668.0893,3,10.227356,1.8139740000000002,1
83691,44480,60668.1055,4,6.268683,2.319224,0
83692,44480,60668.1165,5,2.058668,5.406962,0
83693,44480,60671.0655,0,2.7325880000000002,2.116789,0
83694,44480,60672.0693,0,3.980082,1.89657,0
83695,44480,60673.0745,0,-1.557142,2.5719220000000003,0
83696,44480,60674.0798,0,-0.672075,2.542806,0
